ensembl_id,entrez_id,hgnc_symbol,hgnc_name,cytogenetic_location,uni_protein_id,gene_biotype
ENSG00000269962,,,,,,
ENSG00000263520,105827617.0,CRAT40,cervical cancer-associated transcript 40,17q24.1,,lincRNA
ENSG00000267575,101927151.0,LOC101927151,uncharacterized LOC101927151,19q11,,lincRNA
ENSG00000112246,6492.0,SIM1,single-minded family bHLH transcription factor 1,6q16.3,P81133,protein_coding
ENSG00000239200,,,,,,
ENSG00000227425,,,,,,
ENSG00000241917,,,,,,
ENSG00000238546,,,,,,
ENSG00000232735,,,,,,
ENSG00000168924,3954.0,LETM1,leucine zipper and EF-hand containing transmembrane protein 1,4p16.3,O95202,protein_coding
ENSG00000230840,,,,,,
ENSG00000217315,,,,,,
ENSG00000233615,,,,,,
ENSG00000183476,646892.0,SH2D7,SH2 domain containing 7,15q25.1,A6NKC9,protein_coding
ENSG00000143363,58497.0,PRUNE1,prune exopolyphosphatase 1,1q21.3,Q86TP1,protein_coding
ENSG00000100211,25776.0,CBY1,"chibby family member 1, beta catenin antagonist",22q13.1,A0A087WUW0,protein_coding
ENSG00000266240,100847023.0,MIR5091,microRNA 5091,4p15.33,,miRNA
ENSG00000257550,100652999.0,LOC100652999,uncharacterized LOC100652999,12q13.13,,antisense
ENSG00000234723,,,,,,
ENSG00000265601,,,,,,
ENSG00000214178,,,,,,
ENSG00000251756,,,,,,
ENSG00000229863,,,,,,
ENSG00000206802,,,,,,
ENSG00000100802,60686.0,C14orf93,chromosome 14 open reading frame 93,14q11.2,Q9H972,protein_coding
ENSG00000199784,,,,,,
ENSG00000256053,84334.0,APOPT1,"apoptogenic 1, mitochondrial",14q32.33,Q96IL0,protein_coding
ENSG00000261267,,,,,,
ENSG00000233892,,,,,,
ENSG00000242314,,,,,,
ENSG00000182261,338322.0,NLRP10,NLR family pyrin domain containing 10,11p15.4,Q86W26,protein_coding
ENSG00000253633,107986898.0,LOC107986898,uncharacterized LOC107986898,8q22.3,,lincRNA
ENSG00000266239,,,,,,
ENSG00000252270,,,,,,
ENSG00000203933,347487.0,CXorf66,chromosome X open reading frame 66,Xq27.1,Q5JRM2,protein_coding
ENSG00000229978,,,,,,
ENSG00000270713,,,,,,
ENSG00000264783,,,,,,
ENSG00000221254,,,,,,
ENSG00000116031,50489.0,CD207,CD207 molecule,2p13.3,Q9UJ71,protein_coding
ENSG00000086159,363.0,AQP6,aquaporin 6,12q13.12,Q13520,protein_coding
ENSG00000270552,,,,,,
ENSG00000257935,,,,,,
ENSG00000156381,122416.0,ANKRD9,ankyrin repeat domain 9,14q32.31,Q96BM1,protein_coding
ENSG00000244661,,,,,,
ENSG00000102081,2332.0,FMR1,fragile X mental retardation 1,Xq27.3,Q06787,protein_coding
ENSG00000151062,93589.0,CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4,12p13.33,Q7Z3S7,protein_coding
ENSG00000271390,,,,,,
ENSG00000236195,,,,,,
ENSG00000170279,202865.0,C7orf33,chromosome 7 open reading frame 33,7q36.1,A0A090N8Y1,protein_coding
ENSG00000170190,9121.0,SLC16A5,solute carrier family 16 member 5,17q25.1,O15375,protein_coding
ENSG00000226012,,,,,,
ENSG00000205786,100128682.0,LINC01531,long intergenic non-protein coding RNA 1531,19q13.12,,lincRNA
ENSG00000229042,101927159.0,LOC101927159,uncharacterized LOC101927159,20q12,,antisense
ENSG00000266020,,,,,,
ENSG00000199385,,,,,,
ENSG00000152487,,,,,,
ENSG00000268358,,,,,,
ENSG00000168028,3921.0,RPSA,ribosomal protein SA,3p22.1,A0A0C4DG17,protein_coding
ENSG00000163623,4825.0,NKX6-1,NK6 homeobox 1,4q21.23,P78426,protein_coding
ENSG00000163467,128229.0,TSACC,TSSK6 activating cochaperone,1q22,Q96A04,protein_coding
ENSG00000156239,29104.0,N6AMT1,N-6 adenine-specific DNA methyltransferase 1 (putative),21q21.3,B2RA97,protein_coding
ENSG00000179456,10472.0,ZBTB18,zinc finger and BTB domain containing 18,1q44,Q99592,protein_coding
ENSG00000201671,,,,,,
ENSG00000224934,,,,,,
ENSG00000253340,,,,,,
ENSG00000170222,56985.0,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",17p13.1,Q3LIE5,protein_coding
ENSG00000206888,,,,,,
ENSG00000239250,,,,,,
ENSG00000271911,,,,,,
ENSG00000230328,,,,,,
ENSG00000188383,,,,,,
ENSG00000153294,221393.0,ADGRF4,adhesion G protein-coupled receptor F4,6p12.3,Q8IZF3,protein_coding
ENSG00000158373,3017.0,HIST1H2BD,histone cluster 1 H2B family member d,6p22.2,A0A024QZZ7,protein_coding
ENSG00000228876,,,,,,
ENSG00000125691,9349.0,RPL23,ribosomal protein L23,17q12,A0A024R1Q8,protein_coding
ENSG00000248853,,,,,,
ENSG00000169105,113189.0,CHST14,carbohydrate sulfotransferase 14,15q15.1,Q8NCH0,protein_coding
ENSG00000229384,,,,,,
ENSG00000261173,,,,,,
ENSG00000266943,,,,,,
ENSG00000198680,286319.0,TUSC1,tumor suppressor candidate 1,9p21.2,Q2TAM9,protein_coding
ENSG00000263707,,,,,,
ENSG00000256525,11232.0,POLG2,"DNA polymerase gamma 2, accessory subunit",17q23.3,E5KS15,protein_coding
ENSG00000260841,,,,,,
ENSG00000119440,,,,,,
ENSG00000207420,,,,,,
ENSG00000265597,,,,,,
ENSG00000238569,,,,,,
ENSG00000221278,,,,,,
ENSG00000071626,26528.0,DAZAP1,DAZ associated protein 1,19p13.3,A0A0S2Z569,protein_coding
ENSG00000235198,,,,,,
ENSG00000245213,101930370.0,LOC101930370,uncharacterized LOC101930370,4q34.1,,antisense
ENSG00000260918,,,,,,
ENSG00000121440,23024.0,PDZRN3,PDZ domain containing ring finger 3,3p13,Q9UPQ7,protein_coding
ENSG00000226729,,,,,,
ENSG00000125975,140873.0,C20orf173,chromosome 20 open reading frame 173,20q11.22,Q96LM9,protein_coding
ENSG00000201620,,,,,,
ENSG00000141316,124912.0,SPACA3,sperm acrosome associated 3,17q11.2,Q05C28,protein_coding
ENSG00000242991,,,,,,
ENSG00000227474,,,,,,
ENSG00000095787,51322.0,WAC,WW domain containing adaptor with coiled-coil,10p12.1,Q9BTA9,protein_coding
ENSG00000240031,,,,,,
ENSG00000254832,,,,,,
ENSG00000206600,,,,,,
ENSG00000215115,100130361.0,CXorf49,chromosome X open reading frame 49,Xq13.1,A8MYA2,protein_coding
ENSG00000127914,10142.0,AKAP9,A-kinase anchoring protein 9,7q21.2,Q5GIA7,protein_coding
ENSG00000259602,,,,,,
ENSG00000212615,,,,,,
ENSG00000088726,55287.0,TMEM40,transmembrane protein 40,3p25.2,B4DXI0,protein_coding
ENSG00000231723,,,,,,
ENSG00000249057,,,,,,
ENSG00000162069,146439.0,BICDL2,BICD family like cargo adaptor 2,16p13.3,A1A5D9,protein_coding
ENSG00000224400,,,,,,
ENSG00000266281,,,,,,
ENSG00000233373,,,,,,
ENSG00000270447,,,,,,
ENSG00000263990,,,,,,
ENSG00000151240,22982.0,DIP2C,disco interacting protein 2 homolog C,10p15.3,Q86XV3,protein_coding
ENSG00000133105,122042.0,RXFP2,relaxin/insulin like family peptide receptor 2,13q13.1,Q8WXD0,protein_coding
ENSG00000216624,,,,,,
ENSG00000100151,9463.0,PICK1,protein interacting with PRKCA 1,22q13.1,A0A024R1J5,protein_coding
ENSG00000239557,,,,,,
ENSG00000080200,131544.0,CRYBG3,crystallin beta-gamma domain containing 3,3q11.2,Q68DQ2,protein_coding
ENSG00000255071,100528017.0,SAA2-SAA4,SAA2-SAA4 readthrough,11p15.1,A0A096LPE2,protein_coding
ENSG00000161326,,,,,,
ENSG00000241529,,,,,,
ENSG00000246582,389641.0,LOC389641,uncharacterized LOC389641,8p21.3,,processed_transcript
ENSG00000227239,,,,,,
ENSG00000004399,23129.0,PLXND1,plexin D1,3q22.1,Q9Y4D7,protein_coding
ENSG00000163590,151742.0,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L",3q25.33-q26.1,Q5SGD2,protein_coding
ENSG00000264364,140735.0,DYNLL2,dynein light chain LC8-type 2,17q22,Q96FJ2,protein_coding
ENSG00000201292,,,,,,
ENSG00000131584,116983.0,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",1p36.33,Q8WTZ1,protein_coding
ENSG00000133985,23508.0,TTC9,tetratricopeptide repeat domain 9,14q24.2,A0A024R6B1,protein_coding
ENSG00000101407,9675.0,TTI1,TELO2 interacting protein 1,20q11.23,O43156,protein_coding
ENSG00000185052,57419.0,SLC24A3,solute carrier family 24 member 3,20p11.23,Q9HC58,protein_coding
ENSG00000242463,,,,,,
ENSG00000236206,,,,,,
ENSG00000269800,,,,,,
ENSG00000107165,7306.0,TYRP1,tyrosinase related protein 1,9p23,P17643,protein_coding
ENSG00000237021,29940.0,DSE,dermatan sulfate epimerase,6q22.1,Q9UL01,lincRNA
ENSG00000103423,9093.0,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3,16p13.3,B3KM81,protein_coding
ENSG00000230821,,,,,,
ENSG00000186715,,,,,,
ENSG00000173585,10803.0,CCR9,C-C motif chemokine receptor 9,3p21.31,B2R734,protein_coding
ENSG00000227552,,,,,,
ENSG00000203817,,,,,,
ENSG00000251437,,,,,,
ENSG00000212191,,,,,,
ENSG00000197093,79690.0,GAL3ST4,galactose-3-O-sulfotransferase 4,7q22.1,Q96RP7,protein_coding
ENSG00000182083,389090.0,OR6B2,olfactory receptor family 6 subfamily B member 2,2q37.3,Q6IFH4,protein_coding
ENSG00000001167,4800.0,NFYA,nuclear transcription factor Y subunit alpha,6p21.1,P23511,protein_coding
ENSG00000249320,,,,,,
ENSG00000262516,,,,,,
ENSG00000252213,,,,,,
ENSG00000243085,,,,,,
ENSG00000267812,,,,,,
ENSG00000251347,,,,,,
ENSG00000252614,,,,,,
ENSG00000232378,,,,,,
ENSG00000251234,,,,,,
ENSG00000224988,,,,,,
ENSG00000261697,101928682.0,LOC101928682,uncharacterized LOC101928682,16q24.2,,sense_intronic
ENSG00000201301,,,,,,
ENSG00000215603,,,,,,
ENSG00000122545,989.0,7-Sep,septin 7,7p14.2,A8K3D0,protein_coding
ENSG00000227892,,,,,,
ENSG00000130518,80726.0,KIAA1683,KIAA1683,19p13.11,Q9H0B3,protein_coding
ENSG00000271474,,,,,,
ENSG00000108852,4355.0,MPP2,membrane palmitoylated protein 2,17q21.31,A0A0C4DH75,protein_coding
ENSG00000265829,100616450.0,MIR548AG1,microRNA 548ag-1,4q13.1,,miRNA
ENSG00000228564,,,,,,
ENSG00000267710,,,,,,
ENSG00000249102,,,,,,
ENSG00000183742,346389.0,MACC1,"MACC1, MET transcriptional regulator",7p21.1,Q6ZN28,protein_coding
ENSG00000271443,,,,,,
ENSG00000249454,,,,,,
ENSG00000212556,,,,,,
ENSG00000260273,,,,,,
ENSG00000264243,,,,,,
ENSG00000197283,8831.0,SYNGAP1,synaptic Ras GTPase activating protein 1,6p21.32,Q96PV0,protein_coding
ENSG00000261595,,,,,,
ENSG00000232922,,,,,,
ENSG00000250012,,,,,,
ENSG00000205090,339453.0,TMEM240,transmembrane protein 240,1p36.33,Q5SV17,protein_coding
ENSG00000258955,,,,,,
ENSG00000235837,,,,,,
ENSG00000273033,100129550.0,LINC02035,long intergenic non-protein coding RNA 2035,3q21.1,,lincRNA
ENSG00000223408,,,,,,
ENSG00000247624,441009.0,CPEB2-AS1,CPEB2 antisense RNA 1 (head to head),4p15.33-p15.32,,lincRNA
ENSG00000013573,1663.0,DDX11,DEAD/H-box helicase 11,12p11.21,Q96FC9,protein_coding
ENSG00000257687,,,,,,
ENSG00000258584,283592.0,FAM181A-AS1,FAM181A antisense RNA 1,14q32.12,,antisense
ENSG00000101076,3172.0,HNF4A,hepatocyte nuclear factor 4 alpha,20q13.12,F1D8T1,protein_coding
ENSG00000255213,,,,,,
ENSG00000179300,203430.0,RTL3,retrotransposon Gag like 3,Xq21.1,Q8N8U3,protein_coding
ENSG00000225118,,,,,,
ENSG00000257034,,,,,,
ENSG00000269927,,,,,,
ENSG00000272920,,,,,,
ENSG00000259428,,,,,,
ENSG00000228810,,,,,,
ENSG00000165359,203522.0,INTS6L,integrator complex subunit 6 like,Xq26.3,Q5JSJ4,protein_coding
ENSG00000234784,,,,,,
ENSG00000105707,3249.0,HPN,hepsin,19q13.11,A0A140VJK9,protein_coding
ENSG00000266934,,,,,,
ENSG00000227197,,,,,,
ENSG00000226174,647310.0,TEX22,testis expressed 22,14q32.33,C9J3V5,protein_coding
ENSG00000198431,7296.0,TXNRD1,thioredoxin reductase 1,12q23.3,Q16881,protein_coding
ENSG00000155827,56254.0,RNF20,ring finger protein 20,9q31.1,Q5VTR2,protein_coding
ENSG00000185296,,,,,,
ENSG00000223427,,,,,,
ENSG00000227514,,,,,,
ENSG00000183111,389337.0,ARHGEF37,Rho guanine nucleotide exchange factor 37,5q32,A1IGU5,protein_coding
ENSG00000249735,,,,,,
ENSG00000127507,30817.0,ADGRE2,adhesion G protein-coupled receptor E2,19p13.12,A0JNV7,protein_coding
ENSG00000263782,,,,,,
ENSG00000260601,,,,,,
ENSG00000224880,,,,,,
ENSG00000120784,22835.0,ZFP30,ZFP30 zinc finger protein,19q13.12,D3Y2A0,protein_coding
ENSG00000221737,100302204.0,MIR548I1,microRNA 548i-1,3q21.2,,miRNA
ENSG00000083307,79977.0,GRHL2,grainyhead like transcription factor 2,8q22.3,B4DL28,protein_coding
ENSG00000267177,,,,,,
ENSG00000260509,,,,,,
ENSG00000095585,29760.0,BLNK,B-cell linker,10q24.1,Q8WV28,protein_coding
ENSG00000262495,,,,,,
ENSG00000160679,26097.0,CHTOP,chromatin target of PRMT1,1q21.3,Q9Y3Y2,protein_coding
ENSG00000138074,8884.0,SLC5A6,solute carrier family 5 member 6,2p23.3,Q9HD19,protein_coding
ENSG00000105663,,,,,,
ENSG00000169972,126789.0,PUSL1,pseudouridylate synthase-like 1,1p36.33,Q8N0Z8,protein_coding
ENSG00000239429,,,,,,
ENSG00000174243,9416.0,DDX23,DEAD-box helicase 23,12q13.12,A0A024R0Z3,protein_coding
ENSG00000137486,408.0,ARRB1,arrestin beta 1,11q13.4,B7Z1Q3,protein_coding
ENSG00000184840,54732.0,TMED9,transmembrane p24 trafficking protein 9,5q35.3,A0A024R7M0,protein_coding
ENSG00000198756,23127.0,COLGALT2,collagen beta(1-O)galactosyltransferase 2,1q25.3,B4DF84,protein_coding
ENSG00000261061,,,,,,
ENSG00000235200,,,,,,
ENSG00000240311,,,,,,
ENSG00000059758,5128.0,CDK17,cyclin dependent kinase 17,12q23.1,Q00537,protein_coding
ENSG00000243063,,,,,,
ENSG00000153317,50807.0,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",8q24.21-q24.22,A0A0A0MRE5,protein_coding
ENSG00000238922,,,,,,
ENSG00000160339,2220.0,FCN2,ficolin 2,9q34.3,Q15485,protein_coding
ENSG00000263594,,,,,,
ENSG00000149050,7761.0,ZNF214,zinc finger protein 214,11p15.4,Q9UL59,protein_coding
ENSG00000248753,,,,,,
ENSG00000265664,,,,,,
ENSG00000153443,124402.0,UBALD1,UBA like domain containing 1,16p13.3,K7EM88,protein_coding
ENSG00000248305,,,,,,
ENSG00000138190,54536.0,EXOC6,exocyst complex component 6,10q23.33,B3KXY5,protein_coding
ENSG00000253869,,,,,,
ENSG00000115318,84695.0,LOXL3,lysyl oxidase like 3,2p13.1,P58215,protein_coding
ENSG00000234601,100873984.0,CHRM3-AS1,CHRM3 antisense RNA 1,1q43,,antisense
ENSG00000243359,,,,,,
ENSG00000269194,,,,,,
ENSG00000265697,,,,,,
ENSG00000227480,554201.0,CCDC148-AS1,CCDC148 antisense RNA 1,2q24.1,,antisense
ENSG00000214354,,,,,,
ENSG00000096872,80173.0,IFT74,intraflagellar transport 74,9p21.2,A0PJM7,protein_coding
ENSG00000223975,,,,,,
ENSG00000241648,100874037.0,CADM2-AS2,CADM2 antisense RNA 2,3p12.1,,antisense
ENSG00000267278,100133991.0,MAP3K14-AS1,MAP3K14 antisense RNA 1,17q21.31,,antisense
ENSG00000221409,,,,,,
ENSG00000182759,389692.0,MAFA,MAF bZIP transcription factor A,8q24.3,Q8NHW3,protein_coding
ENSG00000265626,,,,,,
ENSG00000112561,7942.0,TFEB,transcription factor EB,6p21.1,B0QYS6,protein_coding
ENSG00000249157,,,,,,
ENSG00000124802,9521.0,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,6p24.3,O43324,protein_coding
ENSG00000160307,6285.0,S100B,S100 calcium binding protein B,21q22.3,A0A0S2Z4C5,protein_coding
ENSG00000207090,,,,,,
ENSG00000253115,,,,,,
ENSG00000202021,,,,,,
ENSG00000205517,57139.0,RGL3,ral guanine nucleotide dissociation stimulator like 3,19p13.2,A0A0A0MRX4,protein_coding
ENSG00000204960,338436.0,BLACE,B-cell acute lymphoblastic leukemia expressed,7q36.3,,protein_coding
ENSG00000204991,84501.0,SPIRE2,spire type actin nucleation factor 2,16q24.3,Q8WWL2,protein_coding
ENSG00000229431,,,,,,
ENSG00000259205,,,,,,
ENSG00000259136,,,,,,
ENSG00000238402,,,,,,
ENSG00000185085,80789.0,INTS5,integrator complex subunit 5,11q12.3,Q6P9B9,protein_coding
ENSG00000128886,80237.0,ELL3,elongation factor for RNA polymerase II 3,15q15.3,Q9HB65,protein_coding
ENSG00000215029,100996631.0,TCP11X1,"t-complex 11 family, X-linked 1",Xq22.1,,protein_coding
ENSG00000166211,121599.0,SPIC,Spi-C transcription factor,12q23.2,Q8N5J4,protein_coding
ENSG00000252776,,,,,,
ENSG00000238612,,,,,,
ENSG00000207798,406998.0,MIR216A,microRNA 216a,2p16.1,,miRNA
ENSG00000252477,,,,,,
ENSG00000207923,693144.0,MIR559,microRNA 559,2p21,,miRNA
ENSG00000270542,,,,,,
ENSG00000243365,,,,,,
ENSG00000186943,138802.0,OR13C8,olfactory receptor family 13 subfamily C member 8,9q31.1,A0A126GVC7,protein_coding
ENSG00000266518,100422959.0,MIR4268,microRNA 4268,2q35,,miRNA
ENSG00000222365,100113393.0,SNORD12B,"small nucleolar RNA, C/D box 12B",20q13.13,,snoRNA
ENSG00000249436,,,,,,
ENSG00000236376,,,,,,
ENSG00000265948,,,,,,
ENSG00000255910,,,,,,
ENSG00000231985,,,,,,
ENSG00000271026,,,,,,
ENSG00000250025,,,,,,
ENSG00000205238,441273.0,SPDYE2,speedy/RINGO cell cycle regulator family member E2,7q22.1,I6XC90,protein_coding
ENSG00000234064,,,,,,
ENSG00000125637,23550.0,PSD4,pleckstrin and Sec7 domain containing 4,2q14.1,Q8NDX1,protein_coding
ENSG00000172967,150165.0,XKR3,XK related 3,22q11.1,B7ZMN2,protein_coding
ENSG00000263732,,,,,,
ENSG00000268238,,,,,,
ENSG00000266008,,,,,,
ENSG00000258074,,,,,,
ENSG00000237110,134860.0,TAAR9,trace amine associated receptor 9 (gene/pseudogene),6q23.2,Q96RI9,protein_coding
ENSG00000164985,11168.0,PSIP1,PC4 and SFRS1 interacting protein 1,9p22.3,O75475,protein_coding
ENSG00000234493,101928941.0,RHOXF1P1,Rhox homeobox family member 1 pseudogene 1,Xq24,,transcribed_unprocessed_pseudogene
ENSG00000233893,,,,,,
ENSG00000177675,283316.0,CD163L1,CD163 molecule like 1,12p13.31,Q9NR16,protein_coding
ENSG00000049239,9563.0,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,1p36.22,R4GMU1,protein_coding
ENSG00000252153,100313780.0,MIR2278,microRNA 2278,9q22.32,,miRNA
ENSG00000240041,,,,,,
ENSG00000169599,27247.0,NFU1,NFU1 iron-sulfur cluster scaffold,2p13.3,Q9UMS0,protein_coding
ENSG00000232204,,,,,,
ENSG00000202190,,,,,,
ENSG00000227682,,,,,,
ENSG00000269069,,,,,,
ENSG00000238261,,,,,,
ENSG00000258223,136541.0,PRSS58,"protease, serine 58",7q34,Q8IYP2,protein_coding
ENSG00000255192,,,,,,
ENSG00000204872,51471.0,NAT8B,"N-acetyltransferase 8B (putative, gene/pseudogene)",2p13.1,Q9UHF3,polymorphic_pseudogene
ENSG00000230469,,,,,,
ENSG00000239040,,,,,,
ENSG00000258308,,,,,,
ENSG00000272969,,,,,,
ENSG00000236969,,,,,,
ENSG00000223986,,,,,,
ENSG00000254480,100506082.0,LOC100506082,uncharacterized LOC100506082,11p15.4,,lincRNA
ENSG00000184903,83943.0,IMMP2L,inner mitochondrial membrane peptidase subunit 2,7q31.1,A4D0S9,protein_coding
ENSG00000182611,,,,,,
ENSG00000235296,,,,,,
ENSG00000236599,,,,,,
ENSG00000005844,3683.0,ITGAL,integrin subunit alpha L,16p11.2,P20701,protein_coding
ENSG00000266890,100616202.0,MIR4634,microRNA 4634,5q35.2,,miRNA
ENSG00000228044,101927787.0,LOC101927787,uncharacterized LOC101927787,1q42.3,,lincRNA
ENSG00000117625,55758.0,RCOR3,REST corepressor 3,1q32.2-q32.3,Q9P2K3,protein_coding
ENSG00000001629,54467.0,ANKIB1,ankyrin repeat and IBR domain containing 1,7q21.2,Q9P2G1,protein_coding
ENSG00000250833,,,,,,
ENSG00000264876,,,,,,
ENSG00000270185,,,,,,
ENSG00000112210,51715.0,RAB23,"RAB23, member RAS oncogene family",6p12.1-p11.2,A0A024RD41,protein_coding
ENSG00000261079,440386.0,LOC440386,uncharacterized LOC440386,16q23.1,,lincRNA
ENSG00000140548,374655.0,ZNF710,zinc finger protein 710,15q26.1,Q8N1W2,protein_coding
ENSG00000203897,642864.0,SPATA42,spermatogenesis associated 42 (non-protein coding),1p13.3,,antisense
ENSG00000267686,,,,,,
ENSG00000120068,3218.0,HOXB8,homeobox B8,17q21.32,P17481,protein_coding
ENSG00000108264,,,,,,
ENSG00000254853,,,,,,
ENSG00000164663,25862.0,USP49,ubiquitin specific peptidase 49,6p21.1,Q70CQ1,protein_coding
ENSG00000266448,,,,,,
ENSG00000172889,51162.0,EGFL7,EGF like domain multiple 7,9q34.3,A0A024R8F5,protein_coding
ENSG00000249038,,,,,,
ENSG00000112212,222642.0,TSPO2,translocator protein 2,6p21.1,Q5TGU0,protein_coding
ENSG00000253055,,,,,,
ENSG00000197312,84301.0,DDI2,DNA damage inducible 1 homolog 2,1p36.21,Q5TDH0,protein_coding
ENSG00000225405,,,,,,
ENSG00000267378,,,,,,
ENSG00000155592,342357.0,ZKSCAN2,zinc finger with KRAB and SCAN domains 2,16p12.1,Q63HK3,protein_coding
ENSG00000257254,,,,,,
ENSG00000237914,101929010.0,SIRPG-AS1,SIRPG antisense RNA 1,20p13,,antisense
ENSG00000239094,,,,,,
ENSG00000097021,11332.0,ACOT7,acyl-CoA thioesterase 7,1p36.31,O00154,protein_coding
ENSG00000250026,401136.0,TMPRSS11BNL,"TMPRSS11B N-terminal like, pseudogene",4q13.2,,transcribed_unprocessed_pseudogene
ENSG00000210841,,,,,,
ENSG00000239454,101927346.0,LINC02047,long intergenic non-protein coding RNA 2047,3p13,,lincRNA
ENSG00000065717,7089.0,TLE2,transducin like enhancer of split 2,19p13.3,Q04725,protein_coding
ENSG00000232880,,,,,,
ENSG00000107854,80351.0,TNKS2,tankyrase 2,10q23.32,Q9H2K2,protein_coding
ENSG00000238776,,,,,,
ENSG00000196747,8329.0,HIST1H2AI,histone cluster 1 H2A family member i,6p22.1,A4FTV9,protein_coding
ENSG00000270067,,,,,,
ENSG00000237090,,,,,,
ENSG00000072958,8907.0,AP1M1,adaptor related protein complex 1 mu 1 subunit,19p13.11,Q59EK3,protein_coding
ENSG00000251538,101927379.0,LINC02201,long intergenic non-protein coding RNA 2201,5q23.2,,lincRNA
ENSG00000178685,84875.0,PARP10,poly(ADP-ribose) polymerase family member 10,8q24.3,B4E0C4,protein_coding
ENSG00000249837,,,,,,
ENSG00000174970,282770.0,OR10AG1,olfactory receptor family 10 subfamily AG member 1,11q12.1,A0A126GVM8,protein_coding
ENSG00000257267,10778.0,ZNF271P,"zinc finger protein 271, pseudogene",18q12.2,,transcribed_unitary_pseudogene
ENSG00000263741,100847092.0,MIR548AS,microRNA 548as,13q31.3,,miRNA
ENSG00000153015,10283.0,CWC27,CWC27 spliceosome associated protein homolog,5q12.3,Q6UX04,protein_coding
ENSG00000266555,100423001.0,MIR3145,microRNA 3145,6q24.1,,miRNA
ENSG00000129691,9070.0,ASH2L,ASH2 like histone lysine methyltransferase complex subunit,8p11.23,Q9UBL3,protein_coding
ENSG00000139436,9815.0,GIT2,GIT ArfGAP 2,12q24.11,Q14161,protein_coding
ENSG00000272988,,,,,,
ENSG00000184731,642273.0,FAM110C,family with sequence similarity 110 member C,2p25.3,Q1W6H9,protein_coding
ENSG00000258159,,,,,,
ENSG00000213081,,,,,,
ENSG00000066654,55623.0,THUMPD1,THUMP domain containing 1,16p12.3,A0A024R388,protein_coding
ENSG00000153395,79888.0,LPCAT1,lysophosphatidylcholine acyltransferase 1,5p15.33,Q8NF37,protein_coding
ENSG00000116212,115353.0,LRRC42,leucine rich repeat containing 42,1p32.3,Q9Y546,protein_coding
ENSG00000269121,,,,,,
ENSG00000269974,,,,,,
ENSG00000273172,,,,,,
ENSG00000200779,,,,,,
ENSG00000110987,605.0,BCL7A,BCL tumor suppressor 7A,12q24.31,Q4VC05,protein_coding
ENSG00000251369,162972.0,ZNF550,zinc finger protein 550,19q13.43,Q7Z398,protein_coding
ENSG00000154099,123872.0,DNAAF1,dynein axonemal assembly factor 1,16q24.1,Q8NEP3,protein_coding
ENSG00000215067,100506713.0,ALOX12-AS1,ALOX12 antisense RNA 1,17p13.1,,antisense
ENSG00000271357,,,,,,
ENSG00000008838,9862.0,MED24,mediator complex subunit 24,17q21.1,O75448,protein_coding
ENSG00000006468,2115.0,ETV1,ETS variant 1,7p21.2,P50549,protein_coding
ENSG00000271496,,,,,,
ENSG00000234981,,,,,,
ENSG00000237037,100132273.0,NDUFA6-AS1,NDUFA6 antisense RNA 1 (head to head),22q13.2,,processed_transcript
ENSG00000231826,102723854.0,LINC01819,long intergenic non-protein coding RNA 1819,2p21,,lincRNA
ENSG00000199512,,,,,,
ENSG00000138669,5593.0,PRKG2,"protein kinase, cGMP-dependent, type II",4q21.21,B7ZA25,protein_coding
ENSG00000165591,158584.0,FAAH2,fatty acid amide hydrolase 2,Xp11.21,B2C6G4,protein_coding
ENSG00000255306,,,,,,
ENSG00000117139,10765.0,KDM5B,lysine demethylase 5B,1q32.1,Q9UGL1,protein_coding
ENSG00000251959,,,,,,
ENSG00000239443,,,,,,
ENSG00000270328,,,,,,
ENSG00000162763,440699.0,LRRC52,leucine rich repeat containing 52,1q24.1,Q8N7C0,protein_coding
ENSG00000267020,,,,,,
ENSG00000258593,,,,,,
ENSG00000094963,2327.0,FMO2,flavin containing monooxygenase 2,1q24.3,B4E2Q9,protein_coding
ENSG00000245149,101927612.0,RNF139-AS1,RNF139 antisense RNA 1 (head to head),8q24.13,,lincRNA
ENSG00000210156,,,,,,
ENSG00000223669,,,,,,
ENSG00000264831,,,,,,
ENSG00000174226,169166.0,SNX31,sorting nexin 31,8q22.3,Q8N9S9,protein_coding
ENSG00000244736,,,,,,
ENSG00000221156,,,,,,
ENSG00000268222,,,,,,
ENSG00000232044,,,,,,
ENSG00000185168,,,,,,
ENSG00000259335,,,,,,
ENSG00000014216,823.0,CAPN1,calpain 1,11q13.1,B2RDI5,protein_coding
ENSG00000126432,25824.0,PRDX5,peroxiredoxin 5,11q13.1,P30044,protein_coding
ENSG00000232508,,,,,,
ENSG00000102921,9683.0,N4BP1,NEDD4 binding protein 1,16q12.1,O75113,protein_coding
ENSG00000249994,,,,,,
ENSG00000270230,,,,,,
ENSG00000221183,,,,,,
ENSG00000223297,,,,,,
